,leaid,rla_score,math_score,year
4283,3100176,64,74,2018
4284,3100178,54,44,2018
4285,3100179,69,69,2018
4286,3100183,69,49,2018
4287,3100185,69,49,2018
4288,3100187,69,69,2018
4289,3101992,74,74,2018
4290,3102770,77,82,2018
4291,3102820,54,64,2018
4292,3102880,30,49,2018
4293,3102910,37,37,2018
4294,3103090,69,69,2018
4295,3103130,54,64,2018
4296,3103330,67,67,2018
4297,3103360,57,57,2018
4298,3103440,49,49,2018
4299,3103540,64,54,2018
4300,3103600,42,47,2018
4301,3103810,45,52,2018
4302,3103990,82,72,2018
4303,3104020,49,69,2018
4304,3104100,57,62,2018
4305,3104140,69,69,2018
4306,3104200,69,69,2018
4307,3104640,69,69,2018
4308,3104920,64,54,2018
4309,3104950,67,62,2018
4310,3104980,57,67,2018
4311,3105340,37,47,2018
4312,3105460,47,47,2018
4313,3105550,69,69,2018
4314,3105910,69,69,2018
4315,3105970,69,69,2018
4316,3162950,44,54,2018
4317,3170110,85,85,2018
4318,3170140,49,69,2018
4319,3170220,69,69,2018
4320,3170440,57,62,2018
4321,3170530,34,34,2018
4322,3170650,64,64,2018
4323,3170710,42,51,2018
4324,3170800,69,49,2018
4325,3170980,15,15,2018
4326,3171010,49,69,2018
4327,3171100,62,52,2018
4328,3171220,72,72,2018
4329,3171370,49,69,2018
4330,3171520,69,69,2018
4331,3171580,42,42,2018
4332,3171730,69,49,2018
4333,3171820,44,44,2018
4334,3171940,57,62,2018
4335,3172000,30,69,2018
4336,3172390,49,58,2018
4337,3172420,69,69,2018
4338,3172570,54,54,2018
4339,3172810,42,37,2018
4340,3172840,51,51,2018
4341,3173050,54,44,2018
4342,3173090,69,49,2018
4343,3173230,44,34,2018
4344,3173290,64,74,2018
4345,3173470,72,62,2018
4346,3173500,30,30,2018
4347,3173600,49,49,2018
4348,3173660,30,49,2018
4349,3173710,64,64,2018
4350,3173740,70,65,2018
4351,3173830,52,42,2018
4352,3173890,54,54,2018
4353,3174040,69,69,2018
4354,3174160,32,37,2018
4355,3174200,54,54,2018
4356,3174220,49,49,2018
4357,3174430,44,52,2018
4358,3174580,42,57,2018
4359,3174640,44,54,2018
4360,3174760,54,44,2018
4361,3174820,30,23,2018
4362,3174850,44,44,2018
4363,3174940,44,84,2018
4364,3175030,69,69,2018
4365,3175060,49,69,2018
4366,3175210,54,64,2018
4367,3175270,60,61,2018
4368,3175330,49,49,2018
4369,3175390,69,69,2018
4370,3175510,74,74,2018
4371,3175570,49,69,2018
4372,3175630,72,62,2018
4373,3175660,32,42,2018
4374,3175690,49,69,2018
4375,3175770,84,84,2018
4376,3175900,47,37,2018
4377,3175960,54,44,2018
4378,3176450,17,22,2018
4379,3176470,37,37,2018
4380,3176560,62,77,2018
4381,3176590,49,69,2018
4382,3176620,69,49,2018
4383,3176710,72,72,2018
4384,3176860,47,42,2018
4385,3177180,69,30,2018
4386,3177190,49,69,2018
4387,3177520,84,84,2018
4388,3177550,54,64,2018
4389,3178020,44,54,2018
4390,3178210,52,62,2018
4391,3178240,69,49,2018
4392,3178520,77,72,2018
4393,3178540,30,49,2018
4394,3178660,65,61,2018
4395,3178720,54,54,2018
4396,3178810,24,24,2018
4397,3178940,74,44,2018
4398,3179050,52,47,2018
4399,3179080,69,69,2018
4400,3200001,42,22,2018
4401,3200022,44,15,2018
4402,3200030,52,27,2018
4403,3200060,43,24,2018
4404,3200090,59,44,2018
4405,3200120,40,25,2018
4406,3200210,42,17,2018
4407,3200240,47,22,2018
4408,3200270,32,17,2018
4409,3200300,42,28,2018
4410,3200360,31,21,2018
4411,3200390,44,27,2018
4412,3200420,34,15,2018
4413,3200450,49,30,2018
4414,3200480,46,32,2018
4415,3200510,32,12,2018
4416,3300003,67,47,2018
4417,3300017,77,55,2018
4418,3300035,49,30,2018
4419,3300048,49,30,2018
4420,3300049,62,32,2018
4421,3300616,44,15,2018
4422,3301740,82,63,2018
4423,3301860,47,22,2018
4424,3301950,82,52,2018
4425,3302340,37,27,2018
4426,3302460,62,40,2018
4427,3302480,72,47,2018
4428,3302490,62,42,2018
4429,3302640,61,35,2018
4430,3302880,62,32,2018
4431,3302990,52,32,2018
4432,3303000,44,15,2018
4433,3303090,44,24,2018
4434,3303180,67,42,2018
4435,3303240,77,47,2018
4436,3303271,64,34,2018
4437,3303296,64,15,2018
4438,3303330,52,27,2018
4439,3303660,54,15,2018
4440,3303750,57,27,2018
4441,3303850,87,67,2018
4442,3303900,82,57,2018
4443,3303930,67,37,2018
4444,3303960,57,47,2018
4445,3304030,62,32,2018
4446,3304040,67,42,2018
4447,3304050,65,39,2018
4448,3304140,47,22,2018
4449,3304230,72,57,2018
4450,3304260,69,49,2018
4451,3304290,49,30,2018
4452,3304350,72,32,2018
4453,3304380,54,34,2018
4454,3304410,71,48,2018
4455,3304590,49,26,2018
4456,3304670,67,42,2018
4457,3304680,47,27,2018
4458,3304740,72,42,2018
4459,3304760,57,32,2018
4460,3304830,67,47,2018
4461,3304890,57,32,2018
4462,3304960,64,34,2018
4463,3304980,60,31,2018
4464,3305220,57,27,2018
4465,3305280,74,44,2018
4466,3305310,42,17,2018
4467,3305400,69,30,2018
4468,3305520,77,67,2018
4469,3305550,62,32,2018
4470,3305580,62,37,2018
4471,3305730,49,30,2018
4472,3305820,77,57,2018
4473,3305830,74,44,2018
4474,3305880,62,37,2018
4475,3305940,55,30,2018
4476,3306060,67,47,2018
4477,3306080,52,32,2018
4478,3306180,62,37,2018
4479,3306240,57,32,2018
4480,3306260,82,62,2018
4481,3306720,62,42,2018
4482,3307050,47,32,2018
4483,3307115,69,30,2018
4484,3307170,82,62,2018
4485,3307230,72,42,2018
4486,3307300,67,42,2018
4487,3307330,72,57,2018
4488,3307360,68,41,2018
4489,3399965,57,37,2018
4490,3400004,77,32,2018
4491,3400009,58,38,2018
4492,3400019,32,12,2018
4493,3400022,30,5,2018
4494,3400024,62,49,2018
4495,3400032,47,17,2018
4496,3400048,17,37,2018
4497,3400050,82,87,2018
4498,3400070,52,20,2018
4499,3400073,23,7,2018
4500,3400078,31,7,2018
4501,3400080,17,12,2018
4502,3400083,57,27,2018
4503,3400087,32,7,2018
4504,3400090,67,47,2018
4505,3400715,57,42,2018
4506,3400717,62,32,2018
4507,3400729,49,30,2018
4508,3400740,47,12,2018
4509,3400741,37,7,2018
4510,3400745,52,27,2018
4511,3400746,84,74,2018
4512,3400751,44,22,2018
4513,3400753,30,6,2018
4514,3400754,32,7,2018
4515,3400765,54,24,2018
4516,3400769,57,22,2018
4517,3400772,22,12,2018
4518,3400785,31,11,2018
4519,3400930,22,12,2018
4520,3400960,24,11,2018
4521,3400990,49,25,2018
4522,3401050,41,20,2018
4523,3401260,59,23,2018
4524,3401350,41,13,2018
4525,3401440,50,17,2018
4526,3401470,82,74,2018
4527,3401500,61,29,2018
4528,3401530,47,41,2018
4529,3401650,79,70,2018
4530,3401770,37,22,2018
4531,3401830,43,22,2018
4532,3401920,62,22,2018
4533,3401950,52,30,2018
4534,3402030,44,29,2018
4535,3402100,32,9,2018
4536,3402220,49,29,2018
4537,3402250,26,8,2018
4538,3402280,70,52,2018
4539,3402400,31,15,2018
4540,3402430,36,13,2018
4541,3402460,46,30,2018
4542,3402490,38,20,2018
4543,3402520,46,27,2018
4544,3402580,67,36,2018
4545,3402640,13,2,2018
4546,3402670,44,21,2018
4547,3402730,29,19,2018
4548,3402800,57,17,2018
4549,3402820,49,17,2018
4550,3402850,52,20,2018
4551,3402880,35,8,2018
4552,3402910,27,29,2018
4553,3403000,59,33,2018
4554,3403120,59,38,2018
4555,3403150,34,14,2018
4556,3403180,32,12,2018
4557,3403210,58,45,2018
4558,3403270,42,23,2018
4559,3403300,42,18,2018
4560,3403420,49,25,2018
4561,3403570,69,37,2018
4562,3403600,68,47,2018
4563,3403610,86,57,2018
4564,3403620,30,12,2018
4565,3403750,44,32,2018
4566,3403780,34,24,2018
4567,3403900,31,17,2018
4568,3403930,42,20,2018
4569,3403990,60,48,2018
4570,3404020,42,22,2018
4571,3404110,71,45,2018
4572,3404230,35,9,2018
4573,3404320,53,28,2018
4574,3404380,50,35,2018
4575,3404500,68,49,2018
4576,3404560,49,29,2018
4577,3404590,42,12,2018
4578,3404660,49,16,2018
4579,3404710,62,37,2018
4580,3404740,52,14,2018
4581,3404800,60,26,2018
4582,3404920,35,18,2018
4583,3404980,70,53,2018
4584,3405220,42,17,2018
4585,3405310,77,36,2018
4586,3405490,47,23,2018
4587,3405610,46,32,2018
4588,3405760,40,18,2018
4589,3405820,46,17,2018
4590,3405880,32,17,2018
4591,3405940,77,67,2018
4592,3405970,76,45,2018
4593,3406000,53,18,2018
4594,3406040,60,49,2018
4595,3406060,39,21,2018
4596,3406270,51,20,2018
4597,3406300,50,35,2018
4598,3406330,29,21,2018
4599,3406360,47,33,2018
4600,3406390,74,60,2018
4601,3406540,35,17,2018
4602,3406570,65,31,2018
4603,3406660,66,44,2018
4604,3406870,43,11,2018
4605,3406930,50,41,2018
4606,3406990,42,20,2018
4607,3407050,62,32,2018
4608,3407140,37,29,2018
4609,3407170,52,32,2018
4610,3407230,63,52,2018
4611,3407290,40,7,2018
4612,3407350,47,12,2018
4613,3407410,66,57,2018
4614,3407440,37,22,2018
4615,3407530,60,47,2018
4616,3407570,77,40,2018
4617,3407590,73,45,2018
4618,3407680,23,3,2018
4619,3407740,41,25,2018
4620,3407800,60,20,2018
4621,3407830,44,20,2018
4622,3407890,43,12,2018
4623,3407920,37,7,2018
4624,3407950,32,7,2018
4625,3407980,55,37,2018
4626,3408040,85,60,2018
4627,3408060,54,35,2018
4628,3408100,41,23,2018
4629,3408190,63,37,2018
4630,3408220,23,6,2018
4631,3408400,61,28,2018
4632,3408490,47,31,2018
4633,3408500,54,32,2018
4634,3408520,71,39,2018
4635,3408610,44,5,2018
4636,3408640,27,6,2018
4637,3408820,78,56,2018
4638,3408850,56,31,2018
4639,3408940,30,18,2018
4640,3409090,33,27,2018
4641,3409120,32,17,2018
4642,3409210,50,18,2018
4643,3409240,76,63,2018
4644,3409270,38,27,2018
4645,3409330,66,56,2018
4646,3409360,55,34,2018
4647,3409420,70,42,2018
4648,3409450,34,21,2018
4649,3409550,52,29,2018
4650,3409630,47,17,2018
4651,3409660,41,20,2018
4652,3409750,63,39,2018
4653,3409950,72,47,2018
4654,3409990,66,49,2018
4655,3410020,29,17,2018
4656,3410050,56,37,2018
4657,3410080,48,24,2018
4658,3410110,43,28,2018
4659,3410140,67,32,2018
4660,3410200,81,73,2018
4661,3410320,21,6,2018
4662,3410440,42,30,2018
4663,3410470,30,20,2018
4664,3410500,61,46,2018
4665,3410560,58,39,2018
4666,3410590,73,68,2018
4667,3410650,59,46,2018
4668,3410710,61,48,2018
4669,3410720,88,73,2018
4670,3410740,60,41,2018
4671,3410810,41,28,2018
4672,3410980,85,46,2018
4673,3411010,80,50,2018
4674,3411160,27,11,2018
4675,3411220,33,10,2018
4676,3411280,58,34,2018
4677,3411310,74,64,2018
4678,3411340,34,15,2018
4679,3411400,42,26,2018
4680,3411430,48,18,2018
4681,3411460,35,7,2018
4682,3411490,45,23,2018
4683,3411610,63,57,2018
4684,3411640,40,12,2018
4685,3411700,48,29,2018
4686,3411730,65,64,2018
4687,3411760,75,61,2018
4688,3411880,54,31,2018
4689,3411970,57,30,2018
4690,3411980,81,62,2018
4691,3412060,42,34,2018
4692,3412260,64,61,2018
4693,3412270,28,13,2018
4694,3412360,32,20,2018
4695,3412390,47,17,2018
4696,3412420,63,45,2018
4697,3412450,72,52,2018
4698,3412480,62,46,2018
4699,3412510,66,51,2018
4700,3412540,17,7,2018
4701,3412570,41,22,2018
4702,3412600,51,9,2018
4703,3412630,58,40,2018
4704,3412690,17,3,2018
4705,3412810,35,8,2018
4706,3412840,30,7,2018
4707,3412870,29,13,2018
4708,3412900,67,51,2018
4709,3412930,30,15,2018
4710,3412960,53,24,2018
4711,3412990,31,4,2018
4712,3413000,51,23,2018
4713,3413050,45,31,2018
4714,3413080,47,27,2018
4715,3413110,34,23,2018
4716,3413140,15,4,2018
4717,3413200,13,4,2018
4718,3413230,57,27,2018
4719,3413290,64,39,2018
4720,3413320,57,37,2018
4721,3413350,65,40,2018
4722,3413410,76,48,2018
4723,3413530,25,9,2018
4724,3413560,72,52,2018
4725,3413590,75,53,2018
4726,3413620,51,41,2018
4727,3413650,66,44,2018
4728,3413680,39,14,2018
4729,3413750,56,39,2018
4730,3413770,62,33,2018
4731,3413800,51,17,2018
4732,3413830,81,67,2018
4733,3414010,17,7,2018
4734,3414280,39,6,2018
4735,3414310,46,16,2018
4736,3414340,43,34,2018
4737,3414400,60,44,2018
4738,3414460,66,31,2018
4739,3414490,52,25,2018
4740,3414550,22,12,2018
4741,3414580,39,24,2018
4742,3414640,46,20,2018
4743,3414670,69,53,2018
4744,3414850,51,31,2018
4745,3414940,55,20,2018
4746,3415060,67,37,2018
4747,3415090,52,29,2018
4748,3415120,37,17,2018
4749,3415210,56,40,2018
4750,3415330,58,43,2018
4751,3415360,51,37,2018
4752,3415390,50,17,2018
4753,3415450,38,21,2018
4754,3415480,35,31,2018
4755,3415510,54,43,2018
4756,3415540,58,32,2018
4757,3415630,66,27,2018
4758,3415900,75,70,2018
4759,3415930,34,20,2018
4760,3416080,57,27,2018
4761,3416110,73,65,2018
4762,3416230,50,21,2018
4763,3416290,18,4,2018
4764,3416380,48,17,2018
4765,3416470,45,22,2018
4766,3416500,44,25,2018
4767,3416560,62,48,2018
4768,3416710,57,27,2018
4769,3416740,73,47,2018
4770,3416800,19,9,2018
4771,3416860,62,37,2018
4772,3416870,40,18,2018
4773,3416890,49,38,2018
4774,3416920,52,22,2018
4775,3416970,53,28,2018
4776,3417070,36,22,2018
4777,3417100,70,40,2018
4778,3417220,57,27,2018
4779,3417280,64,44,2018
4780,3417310,37,17,2018
4781,3417430,42,25,2018
4782,3417460,52,43,2018
4783,3417500,92,89,2018
4784,3417520,40,18,2018
4785,3417550,78,57,2018
4786,3417580,35,13,2018
4787,3417610,48,26,2018
4788,3417700,79,66,2018
4789,3417760,72,59,2018
4790,3417820,67,49,2018
4791,3417920,32,17,2018
4792,3417940,17,12,2018
4793,3418000,17,4,2018
4794,3418040,96,84,2018
4795,3418060,30,13,2018
4796,3418120,40,26,2018
4797,3418150,17,17,2018
4798,3418300,57,14,2018
4799,3418330,46,24,2018
4800,3600001,87,92,2018
4801,3600004,92,87,2018
4802,3600008,92,89,2018
4803,3600009,92,92,2018
4804,3600014,92,92,2018
4805,3600020,92,92,2018
4806,3600024,92,92,2018
4807,3600038,92,92,2018
4808,3600053,64,47,2018
4809,3600076,91,85,2018
4810,3600077,94,88,2018
4811,3600078,94,89,2018
4812,3600079,95,92,2018
4813,3600081,92,85,2018
4814,3600083,88,86,2018
4815,3600084,86,77,2018
4816,3600085,82,76,2018
4817,3600086,85,81,2018
4818,3600087,89,86,2018
4819,3600088,90,83,2018
4820,3600090,79,77,2018
4821,3600091,95,92,2018
4822,3600092,89,82,2018
4823,3600094,86,75,2018
4824,3600095,91,86,2018
4825,3600096,85,77,2018
4826,3600097,82,73,2018
4827,3600098,93,91,2018
4828,3600099,95,95,2018
4829,3600100,95,93,2018
4830,3600101,89,83,2018
4831,3600102,92,91,2018
4832,3600103,95,88,2018
4833,3600105,82,92,2018
4834,3600109,74,74,2018
4835,3600115,87,77,2018
4836,3600119,92,87,2018
4837,3600120,89,78,2018
4838,3600121,83,74,2018
4839,3600122,90,88,2018
4840,3600123,89,86,2018
4841,3600125,97,85,2018
4842,3600150,92,72,2018
4843,3600151,90,91,2018
4844,3600152,92,88,2018
4845,3600153,94,92,2018
4846,3600948,92,77,2018
4847,3600959,82,92,2018
4848,3601005,87,82,2018
4849,3601022,87,82,2018
4850,3601024,87,92,2018
4851,3601036,82,62,2018
4852,3601041,92,87,2018
4853,3601043,92,77,2018
4854,3601047,82,92,2018
4855,3601057,49,24,2018
4856,3601061,64,54,2018
4857,3601065,52,37,2018
4858,3601073,77,62,2018
4859,3601087,92,87,2018
4860,3601093,92,92,2018
4861,3601103,87,67,2018
4862,3601104,69,69,2018
4863,3601130,74,54,2018
4864,3602370,92,87,2018
4865,3602460,91,80,2018
4866,3602820,87,87,2018
4867,3602940,82,72,2018
4868,3602970,87,82,2018
4869,3603270,98,97,2018
4870,3603480,92,87,2018
4871,3603840,97,91,2018
4872,3603870,96,93,2018
4873,3603990,87,92,2018
4874,3604050,92,92,2018
4875,3604080,94,91,2018
4876,3604140,92,87,2018
4877,3604290,92,92,2018
4878,3604620,84,74,2018
4879,3604870,87,87,2018
4880,3605040,87,92,2018
4881,3605220,69,69,2018
4882,3605280,90,91,2018
4883,3605310,92,92,2018
4884,3605520,92,92,2018
4885,3605820,87,87,2018
4886,3605850,82,81,2018
4887,3606420,84,84,2018
4888,3606570,96,96,2018
4889,3606660,82,92,2018
4890,3606720,87,87,2018
4891,3606870,87,88,2018
4892,3606900,92,92,2018
4893,3607230,92,92,2018
4894,3607290,92,92,2018
4895,3607380,92,87,2018
4896,3607530,96,96,2018
4897,3607980,87,87,2018
4898,3608160,97,94,2018
4899,3608310,90,93,2018
4900,3608370,92,92,2018
4901,3608400,93,91,2018
4902,3608460,92,92,2018
4903,3608490,87,92,2018
4904,3608790,87,92,2018
4905,3608880,92,96,2018
4906,3609420,87,87,2018
4907,3609660,92,92,2018
4908,3609690,92,92,2018
4909,3609840,97,97,2018
4910,3609930,92,92,2018
4911,3610500,77,82,2018
4912,3610560,90,84,2018
4913,3610590,87,82,2018
4914,3610710,92,92,2018
4915,3610890,97,98,2018
4916,3610920,87,92,2018
4917,3610950,77,77,2018
4918,3610980,95,89,2018
4919,3611400,92,92,2018
4920,3611550,93,85,2018
4921,3611670,96,94,2018
4922,3611700,92,92,2018
4923,3611880,92,92,2018
4924,3611970,92,82,2018
4925,3612180,92,87,2018
4926,3612240,92,92,2018
4927,3612270,87,82,2018
4928,3612390,92,92,2018
4929,3612450,92,92,2018
4930,3612630,91,91,2018
4931,3612870,92,92,2018
4932,3612990,92,92,2018
4933,3613080,98,97,2018
4934,3613110,92,92,2018
4935,3613230,92,92,2018
4936,3613290,97,97,2018
4937,3613590,92,87,2018
4938,3613980,98,97,2018
4939,3614010,96,89,2018
4940,3614130,68,69,2018
4941,3614220,87,87,2018
4942,3614280,98,98,2018
4943,3614340,92,75,2018
4944,3614400,92,92,2018
4945,3614460,97,96,2018
4946,3614850,87,92,2018
4947,3614940,87,77,2018
4948,3614970,87,92,2018
4949,3615090,93,93,2018
4950,3615570,95,95,2018
4951,3615630,92,87,2018
4952,3615780,92,87,2018
4953,3615980,92,87,2018
4954,3616170,92,87,2018
4955,3616230,94,92,2018
4956,3616260,98,94,2018
4957,3616290,91,90,2018
4958,3616410,87,87,2018
4959,3616440,87,82,2018
4960,3616560,92,92,2018
4961,3616620,97,96,2018
4962,3616830,82,87,2018
4963,3616980,92,92,2018
4964,3617160,98,97,2018
4965,3617220,92,92,2018
4966,3617380,97,87,2018
4967,3617460,87,87,2018
4968,3617520,96,92,2018
4969,3617670,95,92,2018
4970,3617730,95,93,2018
4971,3617970,84,84,2018
4972,3618120,97,95,2018
4973,3618180,92,87,2018
4974,3618240,96,94,2018
4975,3618600,92,92,2018
4976,3618630,98,97,2018
4977,3618690,89,74,2018
4978,3619020,98,98,2018
4979,3619170,87,92,2018
4980,3619200,96,87,2018
4981,3619230,96,89,2018
4982,3619320,96,92,2018
4983,3619380,92,92,2018
4984,3619410,92,92,2018
4985,3619560,94,94,2018
4986,3619650,98,97,2018
4987,3619680,95,93,2018
4988,3619740,87,87,2018
4989,3619830,84,84,2018
4990,3619950,97,95,2018
4991,3620100,82,77,2018
4992,3620340,98,98,2018
4993,3620490,91,86,2018
4994,3620640,92,82,2018
4995,3620670,92,87,2018
4996,3620700,87,84,2018
4997,3620820,93,87,2018
4998,3620910,94,94,2018
4999,3621210,97,96,2018
5000,3621270,98,98,2018
5001,3621480,92,92,2018
5002,3621570,97,90,2018
5003,3621720,92,92,2018
5004,3621780,87,92,2018
5005,3621900,98,97,2018
5006,3622020,91,82,2018
5007,3622050,92,92,2018
5008,3622200,69,69,2018
5009,3622470,93,93,2018
5010,3622650,82,82,2018
5011,3622830,92,87,2018
5012,3623010,93,90,2018
5013,3623280,92,87,2018
5014,3623430,87,92,2018
5015,3623460,94,91,2018
5016,3623520,92,87,2018
5017,3623580,98,98,2018
5018,3623760,77,82,2018
5019,3623880,92,92,2018
5020,3624210,82,92,2018
5021,3624690,91,90,2018
5022,3624750,74,67,2018
5023,3624900,95,87,2018
5024,3624960,87,87,2018
5025,3624990,87,77,2018
5026,3625170,97,96,2018
5027,3625320,84,84,2018
5028,3625350,96,94,2018
5029,3625440,92,82,2018
5030,3625770,95,96,2018
5031,3626010,82,77,2018
5032,3626310,92,92,2018
5033,3626430,87,92,2018
5034,3626520,98,97,2018
5035,3626670,98,97,2018
5036,3626700,87,92,2018
5037,3626880,92,92,2018
5038,3627060,97,96,2018
5039,3627120,87,92,2018
5040,3627210,98,97,2018
5041,3627300,96,97,2018
5042,3627570,84,84,2018
5043,3627620,92,87,2018
5044,3627810,84,74,2018
5045,3627960,87,82,2018
5046,3628110,92,87,2018
5047,3628320,97,95,2018
5048,3628590,79,70,2018
5049,3628620,92,87,2018
5050,3628740,87,87,2018
5051,3628890,87,87,2018
5052,3628950,94,96,2018
5053,3629240,92,87,2018
5054,3629280,93,85,2018
5055,3629370,88,82,2018
5056,3629520,98,98,2018
5057,3629820,87,87,2018
5058,3629880,96,95,2018
5059,3629910,92,92,2018
5060,3629940,92,92,2018
5061,3629970,96,91,2018
5062,3630030,96,92,2018
5063,3630120,92,82,2018
5064,3630210,87,87,2018
5065,3630270,92,92,2018
5066,3630360,98,96,2018
5067,3630420,87,92,2018
5068,3630480,92,92,2018
5069,3630540,95,92,2018
5070,3630630,96,97,2018
5071,3630660,92,92,2018
5072,3630690,98,96,2018
5073,3630780,94,93,2018
5074,3630930,87,87,2018
5075,3630960,89,87,2018
5076,3631020,92,87,2018
5077,3631260,96,90,2018
5078,3631380,92,92,2018
5079,3631440,87,87,2018
5080,3631470,98,98,2018
5081,3631800,77,82,2018
5082,3631920,91,88,2018
5083,3800014,44,33,2018
5084,3800017,69,49,2018
5085,3800018,30,30,2018
5086,3800021,52,57,2018
5087,3800025,74,74,2018
5088,3800027,30,49,2018
5089,3800031,54,44,2018
5090,3800032,37,32,2018
5091,3800036,49,30,2018
5092,3800038,32,37,2018
5093,3800041,44,34,2018
5094,3800044,74,24,2018
5095,3800047,49,30,2018
5096,3800048,30,30,2018
5097,3800050,64,44,2018
5098,3800053,54,54,2018
5099,3800054,49,49,2018
5100,3800058,44,34,2018
5101,3800059,49,30,2018
5102,3800060,69,69,2018
5103,3800061,30,49,2018
5104,3800389,30,30,2018
5105,3800390,69,30,2018
5106,3800392,30,30,2018
5107,3800397,49,30,2018
5108,3800401,69,49,2018
5109,3802380,34,34,2018
5110,3802530,22,12,2018
5111,3803060,54,34,2018
5112,3803200,49,49,2018
5113,3804090,54,34,2018
5114,3804140,69,69,2018
5115,3805040,42,47,2018
5116,3805160,49,30,2018
5117,3806090,49,49,2018
5118,3806210,30,30,2018
5119,3806780,45,41,2018
5120,3807590,30,30,2018
5121,3807850,49,49,2018
5122,3808060,34,24,2018
5123,3808130,41,35,2018
5124,3808710,69,49,2018
5125,3808890,54,44,2018
5126,3809000,49,30,2018
5127,3809410,69,49,2018
5128,3809570,44,24,2018
5129,3810180,49,30,2018
5130,3810270,24,15,2018
5131,3810600,30,30,2018
5132,3810740,30,30,2018
5133,3810810,24,24,2018
5134,3810860,30,30,2018
5135,3811430,54,64,2018
5136,3811820,42,27,2018
5137,3812020,49,49,2018
5138,3812540,22,22,2018
5139,3813030,41,33,2018
5140,3813050,30,30,2018
5141,3813400,30,49,2018
5142,3813660,34,24,2018
5143,3813710,49,30,2018
5144,3813920,34,15,2018
5145,3814340,69,30,2018
5146,3814500,44,15,2018
5147,3816130,44,54,2018
5148,3816430,49,30,2018
5149,3817040,64,24,2018
5150,3817130,49,49,2018
5151,3817170,30,30,2018
5152,3817460,49,30,2018
5153,3817570,34,24,2018
5154,3817910,49,30,2018
5155,3818280,54,44,2018
5156,3818660,69,49,2018
5157,3818730,54,44,2018
5158,3818850,52,52,2018
5159,3819020,22,22,2018
5160,3819410,47,35,2018
5161,3819880,32,17,2018
5162,3900031,34,15,2018
5163,3900040,37,12,2018
5164,3900042,47,47,2018
5165,3900056,82,62,2018
5166,3900068,62,37,2018
5167,3900080,62,27,2018
5168,3900094,77,52,2018
5169,3900118,34,9,2018
5170,3900133,44,17,2018
5171,3900151,27,12,2018
5172,3900180,55,36,2018
5173,3900203,37,22,2018
5174,3900223,82,47,2018
5175,3900250,64,27,2018
5176,3900252,47,12,2018
5177,3900306,49,30,2018
5178,3900348,24,15,2018
5179,3900361,49,30,2018
5180,3900383,69,49,2018
5181,3900396,34,15,2018
5182,3900488,32,7,2018
5183,3900494,30,30,2018
5184,3900498,24,15,2018
5185,3900510,24,15,2018
5186,3900530,57,17,2018
5187,3900537,87,32,2018
5188,3900586,57,22,2018
5189,3901302,82,47,2018
5190,3901314,15,34,2018
5191,3901330,62,54,2018
5192,3901336,30,30,2018
5193,3901365,74,34,2018
5194,3901374,87,82,2018
5195,3901376,42,15,2018
5196,3901417,49,49,2018
5197,3901450,17,7,2018
5198,3901490,82,52,2018
5199,3901512,92,72,2018
5200,3901533,24,15,2018
5201,3901534,27,12,2018
5202,3901535,72,57,2018
5203,3901539,49,49,2018
5204,3901565,72,47,2018
5205,3901583,34,24,2018
5206,3904348,42,22,2018
5207,3904349,67,52,2018
5208,3904350,67,57,2018
5209,3904351,42,17,2018
5210,3904352,77,52,2018
5211,3904353,57,28,2018
5212,3904354,87,77,2018
5213,3904355,82,67,2018
5214,3904357,57,22,2018
5215,3904358,67,57,2018
5216,3904359,77,47,2018
5217,3904360,68,50,2018
5218,3904361,67,32,2018
5219,3904362,82,87,2018
5220,3904363,77,57,2018
5221,3904364,89,82,2018
5222,3904365,72,37,2018
5223,3904366,74,47,2018
5224,3904367,62,52,2018
5225,3904368,47,32,2018
5226,3904369,67,57,2018
5227,3904370,62,17,2018
5228,3904371,34,13,2018
5229,3904373,86,68,2018
5230,3904374,52,52,2018
5231,3904375,48,27,2018
5232,3904376,62,47,2018
5233,3904377,72,37,2018
5234,3904378,33,16,2018
5235,3904379,53,29,2018
5236,3904380,32,13,2018
5237,3904381,52,22,2018
5238,3904382,67,27,2018
5239,3904383,59,43,2018
5240,3904384,27,15,2018
5241,3904385,67,62,2018
5242,3904386,72,42,2018
5243,3904387,78,53,2018
5244,3904388,72,62,2018
5245,3904389,77,57,2018
5246,3904390,32,7,2018
5247,3904391,42,22,2018
5248,3904392,67,32,2018
5249,3904393,77,67,2018
5250,3904394,57,30,2018
5251,3904395,39,13,2018
5252,3904396,62,29,2018
5253,3904397,72,34,2018
5254,3904399,52,22,2018
5255,3904400,67,52,2018
5256,3904401,47,27,2018
5257,3904402,77,37,2018
5258,3904403,62,67,2018
5259,3904404,37,12,2018
5260,3904405,57,57,2018
5261,3904406,72,62,2018
5262,3904407,82,87,2018
5263,3904408,41,17,2018
5264,3904409,57,37,2018
5265,3904410,62,44,2018
5266,3904411,67,42,2018
5267,3904412,62,32,2018
5268,3904413,87,67,2018
5269,3904414,72,37,2018
5270,3904415,72,52,2018
5271,3904416,72,57,2018
5272,3904418,77,55,2018
5273,3904419,73,47,2018
5274,3904420,71,50,2018
5275,3904421,65,54,2018
5276,3904422,32,22,2018
5277,3904423,44,15,2018
5278,3904424,59,37,2018
5279,3904425,77,67,2018
5280,3904426,31,17,2018
